,Date,Title,Author,Abstract
163,2007-04-17,Con comme la lune,Winteria," Winteria fréquente vraiment trop Glaüx. Ce texte, on dirait une version light(et en prose) du chef d'oeuvre 'on raconte' : fumeux, lourdaud, bien écrit et mystérieux. Avec cette même ambiance de folie malsaine et surréaliste. Le postulat de départ imbécile et le titre ont du mal à égayer ce qui reste un texte profondément sombre et sérieux. Et un chouette."
164,2007-05-25,Asylum hors-série - cellule 219 (version alternative),Lapinchien," Y a eu comme une erreur d'interprétation à cause d'instructions mal formulées. Lapinchien, chargé de l'introduction de la série Asylum nous a pondu un épisode totalement hilarant, déjanté, bourré de gags tous plus absurdes et réjouissants les uns que les autres. Manque de bol, les autres auteurs d'Asylum se sont exclusivement cantonnés à des textes sombres. Du coup j'ai du réécrire cette introduction et garder celle-ci pour en faire un bonus DVD de haute volée."
165,2007-12-09,PS1,Anonyme," Ah, ça fait du bien de la bonne tranche de vie haineuse, de l'humeur noire typique de la Zone. A savoir rempli jusqu'à la gueule d'insultes et de colère rentrée. Bon c'est exagéré comme toutes les humeurs noires, on finit par se demander si le mec est pas énervé pour le plaisir d'être énervé, mais c'est bien écrit, plaisant et ça vire même au comique sur la fin. Très cool."
166,2007-11-16,"La belle et noble geste d'Arthur, roi de la Bretagne du Haut et du Bas, chapitre 4",Hag," Où l'on retrouve les branleurs rosbifs chercheurs de Graal en la demeure de Morganne. Cet épisode est du même acabit que les précédents, déconnant sans être lourd, et bien écrit ; et si, cette fois, le texte est à peu près dépouillé de toute action véritable, on ne se fait jamais chier. La suite bordel."
167,2008-09-01,Les frigos de Babylone (part1),Mano," Dans son premier épisode, Mano a eu tendance à faire dans le lyrisme à outrance, en mettant en scène des marginaux idéalisés et irréalistes, sensibles et utopistes. Ici, si le cadre est identique, le ton est autrement plus dur. Les descriptions de tapette on presque disparu. A la place, du gore, du cul non consenti, de la came, ça claque de partout. Un genre de conte de fées trash, dont la brutalité exacerbée est hélas atténuée par la lenteur de l'action."
168,2008-01-13,Le compte est bon,Marquise de Sade," Tiens, c'est bon ça. On dirait on peu un texte de Saint-Con sans crémation, avec des fanatiques des Chiffres et des Lettres comme cibles. Rythmé, jouissif, cynique : une petite merveille. Bon, ça dépasse pas le stade du texte-défouloir, le truc qu'on lit pour se détendre, mais merde, on est là pourquoi sinon pour ça ?"
169,2008-01-23,Anecdote : des fusils et des blattes,EvG," C'est pas de l'anecdote ordinaire ça, ma bonne dame, puisque ça se passe en temps de guerre. Trois gamins désoeuvrés qui tombent sur un stock d'armes à feu et s'en servent. EvG s'en sort vraiment bien, nous chie un truc pas prise de tête, assez déjanté sans tomber dans les excès d'hémoglobine habituels sur la Zone. Ca a du bon parfois, la retenue. J'aurais jamais cru écrire ça un jour. Enculés."
170,2008-03-02,L'opération,Lemon A," Lemon A nous sert un polar noir sur fond de guerre des mafias, genre Scarface, avec tous les ingrédients habituels : bad-boys en costard, purges au lance-flammes, coke et putes, trahisons. Malgré les clichés et de rares faiblesses, ce texte est excellent, froid et brutal à souhait. Et l'écriture est une imposante réussite : parfaitement calibrée, impeccable, sans temps mort. Lecture chaudement recommandée."
171,2008-11-02,La règle du jeu,Loading," Alleluia ! C'est juste au moment où on commence à en avoir plein le cul des auteurs qui semblent fonctionner en circuit fermé anus-bouche, avec toutes les modifications géniques et cérébrales que ça suppose, qu'un bon texte inespéré arrive et nous apporte la Lumière dans ce tas d'humus. On a à faire au récit d'une vie de perdant, mais d'un perdant racé et classe, avec son désespoir racé et classe. C'est bien écrit, long mais jamais chiant ; la psychologie est impeccable mais n'écrase jamais le récit. Excellent. Ou comment faire des statues grecques avec de la boue."
172,2008-02-16,Reporter du dimanche / tempête dans un verre d’eau,Omega-17," Décidément, la sélection drastique des textes d'Omega (par les admins ou par lui-même) était une bonne idée. Celui-ci a l'inconvénient d'être long, mais sans temps mort, avec une intrigue qui tient debout et de l'humour un peu absurde et légèrement cynique à la pelle. Le héros est un vrai bras-cassé dans la tradition des personnages de la série n3rDz, hystérique, teigneux, stupide. Bref, c'est très comestible dans la catégorie humour léger."
173,2008-03-31,Marne-la-Vallée,Dourak Smerdiakov," Putain, mais même au sujet de cette saloperie de merde de Disneyland Paris, Dourak arrive à nous pondre une ballade morne, misanthrope et disjonctée. Un excellent cru, pas anodin, prenant. Et en plus, ça se chantonne très bien sur un air de musette. A genoux."
174,2008-02-04,Les pieds devant,Marquise de Sade," Tiens, une vraie nouvelle, avec une vraie intrigue, ça devient rare. Ca se passe dans une prison pour femmes, avec une détenue prête à tout pour s'en sortir qui s'acqquine avec un gêolier particulièrement pourri. Des conditions idéales pour peu que l'auteur sache mener sa barque. Et c'est une réussite. C'est bien construit, avec la bonne dose de sordide et assez de brutalité crade pour nous tenir en haleine. Excellent."
175,2008-06-24,La nuit noire (4),Konsstrukt," C'est le problème avec les rubriques cohérentes, dont les épisodes se suivent : on finit par plus avoir grand-chose à dire dessus. Notre narrateur part tranquillement en vrille. C'est de moins en moins subtil, mais ça compense par de la disjoncte bien gaulée. Même si on a plus l'effet de surprise, c'est toujours très bon et de plus en plus glauque. Bref, la série est en train de devenir un incontournable de la Zone, et cet épisode est dans la bonne lignée."
176,2008-07-08,Raté,Dourak Smerdiakov," Pour aider Dourak à sortir des auteurs inactifs, je lui ai filé trois idées personnalisées et un début de texte. Résultat probant, puisque dès le lendemain il nous a pondu cette ballade sans le moindre rapport avec ce que je lui avais proposé. Enculé de bielorusse. Reste que la poésie Dourakienne est la seule qui mérite d'être lue sur internet, donc je ferme ma gueule. Prends ça dans ton hémistiche, salope."
177,2008-09-14,Serial edit 26 : der flammenwerfer,Glaüx-le-Chouette," Après s'être fourvoyée dans un teknival finistérien, la rubrique en revient aux vraies choses saines de la vie : une introspection berserk dans le plus pur style gothique allemand en plein coeur d'un champ de bataille. Toujours pas de réelle trame narrative, on reste sur le mode de l'instantané. Très bien écrit, presque trop parfois (au point, presque, parfois, de soustraire à la violence ambiante son aspect jouissif), le texte soulève une question existentielle d'importance : peut-on manipuler un lance-flammes avec un petit doigt en l'air ?"
178,2008-04-12,Reporter du dimanche / The Darfur Theory ( 1 / 713 ),Omega-17," J'avais vraiment bien aimé le premier 'reporter du dimanche', dans lequel une sorte de Tintin complètement débile, teigneux et arrogant partait à la recherche d'un sous-marin nucléaire. Malgré un début assez mou, dès que la catastrophe ambulante qui nous sert de héros décide de partir en mission humanitaire au Soudan, ça repart à fond la caisse. Connerie à tous les étages, manigances imbéciles et déambulations aléatoires. Un bonheur."
179,2009-04-13,Pope corn,Lapinchien," On commence avec un bon fou-rire dès l'intro, pour s'enquiller ensuite des sermons scriptés, des discours scientifico-hystériques, de l'humour foutraque. Un grand bordel réjouissant. Les préjugés en prennent pour leur grade et l'horizon du lecteur s'ouvre. Du Lapinchien, quoi. Ici, même la lourdeur, la complexité et le peu de soin accordé à l'écriture sont des balles de plus dans le barillet du texte, et on s'en prend plein la poire. Hosanna."
180,2009-04-16,Le disciple de Qohélet,Winteria," Winteria se fait pas trop chier et réutilise la recette qui lui a permis de gagner la St-Con 2008 : ce texte est la suite directe de son texte 'le con de Combourg'. L'effet de surprise n'est plus là et quelques descriptions un peu pesantes viennent parfois ralentir le rythme. Mais sinon tout est là, et Winteria n'a rien perdu de sa verve : frénésie de gags, narrateur complètement imbécile, machines à remonter le temps dignes de Léonard le génie, vannes à te retourner le cerveau. A ce rythme, ce connard va gagner tous les ans."
181,2009-04-17,Et vive la Bosnie-Herzégovine et ses magnifiques forêts de sapins,Hag," Ca c'est du tourisme comme je l'aime : bière, kalachnikov, démons invoqués et putes moscovites. Avec sa maitrise imparable de l'humour décontracté, Hag nous assène vanne sur vanne, l'air de rien, sans jamais qu'on souffre. Le revers de la médaille, c'est que c'est plutôt gentil, tout ça. Très drôle, mais ça manque un peu de graisse et de hurlements d'angoisse simulée. Il devient chaque jour de plus en plus évident que ce connard breton est en réalité un être raffiné. Excellent quand même."
182,2009-06-28,Acid-man,Josh," Comme le précise l'auteur lui-même, c'est très long pour un texte qui raconte rien, mais pourtant ça mérite. Le narrateur, complètement bourré puis défondé au LSD, accompagne son frère à une convention de comics aux Etats-Unis. Personnages hauts en couleurs décrits à grands jets de bile, cosplay aux lardons et péripéties improbables. Franchement marrant, parfois jouissif genre saint-connesque, et en plus c'est pas mal écrit, même si sur ce genre de textes on s'en fout un peu."
183,2009-07-10,Vengeance gasconne,Carottidle," On ne pouvait pas décemment publier ce texte pour la semaine 'textes de merde', pour lequel il était initialement conçu. Le style est indubitablement lourd du cul, au point qu'on a un peu de mal à suivre (surtout au début), mais hormis ça, c'est bonnard. Cette histoire de vétérinaire-poète furieux qui se venge de son village à coups de fourche, d'anesthésiques et de tirades en caps-lock est jouissive. On dirait du Glaüx atteint de la rage bubo-tétanique sous métamphétamines en train de hurler à la lune. Si c'est le plus merdique dont l'auteur est capable, j'attends la suite avec impatience."
184,2009-12-12,Tu es une pute,Konsstrukt," Ksstrkt remet le couvert avec l'inceste, l'un de ses thèmes favoris. Hourra, du pus hémorrhoïdaire, de la double sodomie forcée, de la fellation sur têtes tranchées ! Ah, en fait, non : K a lâché sa tronçonneuse rouillée et nous lacère au scalpel. C'est plus fin, plus précis que d'habitude. On est pas dans la guimauve pour autant, évidemment : c'est violent, sanglant et ça insise bien sur tous les détails glauques. Mais ça reste dans les bornes d'une crédibilité relative. Par ailleurs, le texte est bon : bien gaulé, maitrisé, désespérant au possible."
185,2010-11-04,Boolean rhapsody,Lapinchien," Encore un texte d'anticipation pour Lapinchien, qui nous trouve là une cible parfaite en ce la qu'elle est tristement contemporaine. Sur l'écriture rien de neuf, c'est du LC tout craché, il faut sortir le dictionnaire tous les trois mots, le vocabulaire technique étant ultra présent. Deux bémols cependant, c'est trop long, trop sérieux, et la crémation est anecdotique. Classe, mais pas très jouissif, tout ça. DU SANG BORDEL§"
186,2011-03-15,CONGRUENCE,Lapinchien," Deuxième vidéo à être postée sur la Zone, réalisée par le Kamarade Lapinchien pour l'association Squeeze."
187,2011-04-15,Prouesse pyrotechnique de gauche,Groquik," ""Groquik est l'ancienne mascotte des chocolats Nesquik, apparu en 1978. C'est un gros animal jaune à antennes d'espèce indéterminée mais selon toute probabilité, ce n'est ni un pangolin ni un des frères Bogdanov. En 1990, Groquik, sous prétexte de départ en vacances, fut remplacé par un personnage jugé plus en phase avec l'époque (c'est-à-dire plus mince). Il s'agit d'un lapin nommé Quicky. Malgré les protestations des admirateurs de Groquik, celui-ci ne revint jamais jusqu'à cette date mémorable de Saint-Con, en 2011."""
188,2011-01-07,Holocaust,Wilhelm," Alors d'amblée on comprend que le mec qui a écrit ce truc ne veut pas faire dans le rigolo ce qui est un tort et il sera pourchassé dans tout le royaume de la RIGOLOCRATURE et une fois rattrappé, bien sûr, lui seront infligés d'horribles scéances de tortures RIGOLOTES à bases de poil à gratter, gaz hillarant (speciale dedicasse à nihil) et autres farces et attrappes jusqu'à ce qu'il accepte de n'écrire que des trucs qui marquent les consciences des lecteurs, c'est à dire des trucss rigolos. Quand c'est pas rigolo, tout de suite on pleure, on égorge de petits animaux, on se tape la tête contre des mines portatives: grosso modo, on cherche à rigoler pour mieux apprécier ce texte qui est par ailleurs génialissime mais ce n'est pas une excuse. On croirait que Glaüx a voulu nous berner en changeant de pseudo d'ailleurs. (j'espère ne pas l'insulter car j'espère qu'un jour Glaüx sera mon copain et acceptera de venir dîner à la maison (soyons fou, dîner, un truc de psykopats)) Sinon y a un moyen quand même de trouver le texte rigolo, c'est de se dire dès le départ que les gars qui avancent péniblement les uns derrière les autres, ben en fait, c'est des gars qui font la queue devant les cabinets. J'espère bien vous avoir pourri votre lecture."
189,2011-01-07,Point d'orgue,David," Les cougars, ce sont ces femmes de plus de 40 balais qui choppent les mecs de toutes ces putes de 20 piges. Ceci étant dit le texte est rigolo. Sinon c'est un peu bizaroïds pour les gars comme moi qui captent pas les auteurs maudits mais ça à l'air d'être super réfléchi et structuré et peu être que j'ai cette impression parce que ce soir j'ai décidé de faire un sérial publishing et que je n'ai pas consacré assez de temps à ce qui semble un mix entre la vie de tarzan ou un episode de desperate houswives et d'un film X allemand."
190,2011-12-07,Chaussons sablés,Carottidle_2, Ce truc c'est du Bertolt Brecht sous LSD. Je ne sais pas trop si l'auteur est utopiste cyclabe en utilisant les outils rigolos du cynisme débile ou bien s'il dénonce les utopistes de ski en utilisant les outils rigolos du cynisme débile. Quoi qu'il en soit c'est bien trop poétique et ça c'est carrément assumé et du coup ça ne peut pas être rigolo parceque les gens en lisant ce texte ben ils vont se poser plein de questions : Est ce qu'on se fout de ma gueule alors que j'ai rien fait ? Est ce qu'on se fout de la gueule des autres qui le méritent par contre ? Est ce que l'auteur se fout de sa propre gueule ? A-t-il eu un accident vasculaire cérébral pendant l'écriture et dans ce cas faut il appeler un huissier pour homologuer son exploit littéraire ?
191,2011-07-15,Rouages 1 - Le moustachu,Carc," Sur les starting-blocks, une seconde SERIE produite cette fois-ci par Carc, n'en doutez pas, vous serez sublimé par les scènes d'action époustouflantes qui soutiendrons un suspens haletant jusque la fin de saison où un formidable final-twist concluera le feuilleton en feu d'artifice, en apothéose. Nous sur la Zone, on est comme ça. On vous file pas des séries à la mords-moi-l'noeud avec des clifhangers de merde. Non, c'est du lourd. Un truc superplanifié au microdétail près pour vous en foutre plein les yeux jusqu'au nerfs optique comme une bonne ejac faciale d'acide. Il sera question ici dans ce premier volet (oui chaque épisode est vrillé autour de sa propre morale, de ses propres conclusions philosophiques profondes car nous n'avons pas l'intension de vous faire perdre votre temps avec des descriptions inutiles ou des clichés que tout à chacun a vécu des 10aines de fois) donc oui dans ce premier volet il sera tout particulièrement question de problématiques capilaires existencielles et de la place de la testostérone dans la vision pré-nitzschénne de l'homme en translation."
192,2011-08-20,L'invitation,Ratiche," Le narrateur est paumé quelque part dans la cambrousse, éclaboussé de merde par un tracteur kamikaze, et va retrouver sa bien-aime. Le pitch pourrait être celui d'une série particulièrement française. Cela dit, stupeur : c'est drôle et bien écrit, malgré les envolées Châteaubriandesques."
193,2012-03-03,Volumes,Koax-Koax," Autant le dire, je suis mitigé sur mon propre texte (et ouais, je me publie pendant que des textes en attente prennent la poussière depuis dix ans, ta gueule, on t'as dit); d'une part, j'ai pas voulu en faire trop, de l'autre, il me parait prétentieux sur la forme, et envers les influences qui lui sont analogues - et loin d'être cachées. Mais si vous remplacez le personnage de cette histoire par Jean-Pierre Chevènement, ou un quelconque autre animal terrestre à tendance hermaphrodite, alors ça devrait passer cmbdtc un jour de messe."
194,2012-04-20,Les enchanteurs II,Kwizera," Ce texte est la suite de celui de l'an dernier qui avait globalement reçu un bon accueil. On pourra ici trouver David Pujadas, un enchanteur Brésilien, du bébé congelé, et une crémation de fin plutôt bien amenée, entre autres choses; pas de doute, Kwizera se place là en concurrent redoutable de cette Saint-Con qui s'achève."
195,2012-08-18,Dies irae (Émeute de métal remix),Carc," L'Apocalypse selon Carc, rageuse et misanthrope. Il s'agit d'un travail de réécriture d'un texte de Koax-Koax, Émeute de métal, avec notamment rajout de thèmes chrétiens. On ne s'en plaindra pas, bien sûr."
196,2015-07-16,En Plein cœur. PAN! Pas ailleurs. (11),Valstar Karamzin," Le Poinçonneur poursuit la traque de Hendrix Von Volodoï en activant son réseau de routiers et en sombrant dans la boulimie post diabétique. Hendrix Von Volodoï poursuit la traque du Poinçonneur en suivant la piste des deux Zarofettes croisées dans la planque d'Amiens. Où l'on découvre le caractère obsessionnel compulsif du leader de la Lastkraftwagen Traviati, et les talents de stripteaseuses burlesques à faire rougir Action Directe. Ce texte, comme tous les autres du feuilleton de l'été, peuvent être lus indépendamment les uns des autres, tant leur qualité littéraire intrinsèque est grande, et tant, pour chacun d'eux, l'ambiance est singulière et envoutante. Par contre, comme ses petits frères, ne vous étonnez pas si en cours de lecture, une envie irrépressible de lire l'intégralité de ce polar surréaliste vous étreint. Encore un coup à tartiner vos tablettes de crème solaire et à chopper un cancer de la peau à Palavas-les-Flots, chers amis."
197,2014-04-25,Comme aurait fait Crâo.,CTRL X," Le portrait d'un homme par son fils c'est souvent fort cruel, et un plaidoyer implicite pour la vasectomie. C'est l'exercice auquel CTRL X se livre avec succès, car c'est bien foutu et plutôt drôle, même si on se surprendrait presque à s'attendrir par moments, et ce texte se trouve être d'un très bon aloi, y compris hors du contexte de la Saint-Con."
198,2015-02-04,Ta bite et ton coup de trop (Un texte zonard dont vous êtes le héros),Lourdes Phalanges," Lourdes Phalanges vous propose un interlude ludique et mondain avec ce texte dont vous et votre bite êtes les héros. De quoi sourire un peu, ou alors une grande leçon de vie, ou bien juste ornithorynque."
199,2015-04-13,La Flambée de Flax #SaintCon2015,Muscadet," La mythologie de la Saint Con s'enrichit avec ce reporting posté par un de nos émissaires temporels. Muscadet veut nous faire croire qu'il est le narrateur de son propre texte, une sorte de journaliste gonzo genre Hunter S. Thompson dans une époque médiévale toute droit sortie de la collision des branes oniriques du Seigneur des Anneaux et de Warhammer. En fait je suis pratiquement certain que l'auteur est en fait la légendaire et mystérieuse femme Léopard qui est à donf héroïc fantasy, RP en plein air et rodéo de sanglier en tenue d'Elfine dans le Mordor en Seine Saint Denis. Quoi qu'il en soit c'est superbement bien écrit et j'estime qu'il s'agit d'un message envoyé à notre ministre de l'éducation nationale Najat Vallaud-Belkacem. ""Madame, wesh grosse, c'est le cé-fran, la langue morte que t'aurais dû éjecter du lège-co, batracine, wesh. Joue pas les te-pu avec les chrétiens genre qui vont plus rien capter pendant les sse-mé old- school."" Ceci est un autre débat, cela dit, pour comprendre ce texte en excellent François, les élèves aujourd'hui en 5eme et leurs petits reu-frés, n'en doutons pas pourront toujours utiliser Google Translate et d'autres innovations qui fleurirons dans l'esprit génial des entrepreneurs de start'up qui sauveront la France de la crise. Achevons les langues mortes ! A vous cognacq jay."
200,2015-04-25,"Histoires d'eaux, de braises et de robots suicidaires. #SaintCon2015",Koax-Koax," Mesdames et Messieurs et robots et transtrucs et allégories et monstres légendaires et entités éthérées et Apps, veuillez attachez vos ceintures et enfiler vos gilets de sauvetage, Koax-Koax nous invite à traverser la dangereuse perturbation de son esprit torturé au chalumeau et fruit caramélisé d'un long endoctrinement zonard depuis que les Grands Anciens du coin l'ont embrigadé au berceau et biberonné au fuel sans gluten. Nous risquons d'être un peu voire énormément chatouillés par son humour au tractopelle à micro-dentelures rotatives et corrosives. Vous ne vous en sortirez pas indemne; toute la société de nos contemporains y prend pour son grade au travers de cette fresque monumentale venant superposer la mythologie de Saint-Con à l'Histoire de nos Civilisations décadentes consumées de l'intérieur. ""Fire, exciting and new. Come Aboard. We're expecting you. And fire, life's sweetest reward. Let it burn, it floats back to you. Fire Boat soon will be making another run. The Fire Boat promises something for everyone. Set a course for adventure, Your mind on a new romance. And Fire won't hurt anymore. It's an open smile on a friendly shore. Yes FIRRRRRRRREEEE! Welcome Aboard. It's FIRRREEEEEEE!"" Un superbe feu d'artifice final pour la #SaintCon2015 §§§"
201,2015-05-14,En Plein cœur. PAN! Pas ailleurs. (7),Valstar Karamzin," Glaüx, Glaüx-le-Chouette me manque. Et plus je lis Valstar Karamzin, qui me manque tout autant, plus... Mais d'ailleurs, Dourak Smerdiakov me manque aussi. nihil aussi me manque. Ou peut-être qu'ils sont ceux qui m'ont manqué les premiers ? Peut-être que s'ils ne m'avaient pas manqué, ils ne me manqueraient pas, eux, aujourd'hui à leur tour ? Je n'en sais rien. D'une manière ou d'une autre, j'espère qu'ils reviendront. Surtout Dourak qui est juste à VOLGOGRAD en RTT à la morgue. Quoi qu'il en soit, je vous ai vous, chers lecteurs de la Zone, et VOUS, JE NE VAIS PAS VOUS MANQUER § Avec ce texte de Valstar, le Chouette, oui, car chouette, il l'est et il va vous déranger au plus profond de vos entrailles que vous vomirez probablement. Ou pas, si vous saisissez toute la subtilité de ce nouvel épisode, le second de la deuxième partie. Bien sûr, je suis extrêmement déçu et vous le serez aussi. La dernière fois nous nous étions lancé dans d'impétueuses allégations. C'est très mal. Nous ne recommencerons plus ce petit jeu stupide d'anticipation. Certains parmi vous avaient raison, c'est bien l'histoire d'un serial killer. (SPOILER ALERT PARDON LES KOP1§) Mais elle est tellement originale, cette histoire de serial killer, comme si au delà de l'horreur et du gore, de l'enseignement anatomique nihiliste sur Youtube auquel nous convient parfois ces étrons de Daesh, drogués et terrifiés par la foi dans leur veine, et je m'égare car ce n'est pas le sujet, peut être au delà de tous ces trailers de MORTAL KOMBAT X que Youtube qui m'a bien cerné me propose de regarder (POUSSE6AU6CRIME? MECHANT ALGORITHME§ ), ce texte bien au delà de ces serial series américaines pourries sur le sujet qui ont tellement éculé la thématique, tellement banalisé l'autopsie humaine, tellement banalisé la mise à mort d'un alter ego, à nous en faire tous bailler d'ennui, peut être que VALSTAR KARAMZIN révolutionne le genre ? Pour ma part, en s'attaquant à l'autopsie mentale du tueur qui me semble bien humain et pourvu d'une empathie bien plus grande que celle de la plupart des zombies/gens que je connais à commencer par moi-même, qui n'est pas un Nième psychopathosociopatho #Lardons dont on dialise les hormones en temps réel et qui n'éprouve aucune émotion, en cela, oui, c'est encore plus déroutant et effrayant. Plus effrayant en tous cas que si JE T4ANNON9AI SALE FILS DE PUTE QUE JE VAIS ENGROSSER TA FILLE? QUE JE VAIS L4AVORTER A SON 8EMe MOIS DE GESTATION AVEC UN POTATOE PEELER ROUILL2 ET QUE TU MANGERAS TON PETIT FILS EN HACHI PARMENTIER§ FILS DE PUTE§ AVEC UNE PETITE SAUCE GRIBICHE, des fèves au beurre salé et des câpres en sirotant un CHATEAU MARGAUX cuvée 1960 UN GRAND CRU POUR UNE GRANDE OCCASION BÄTARD § oui, bien moins stéréotypé que ce petit écart à la bonne cuisine qui m'a échappé comme un ROTOTO de vos CORPS PUTR2FIANT DANS MON VENTRE §"
202,2015-02-06,En Plein cœur. PAN! Pas ailleurs. (8),Valstar Karamzin," Voici la fin de la seconde partie du monumental polar de Valstar Karamzin, la rencontre entre le narrateur tueur à gages de la première partie et du narrateur apprenti serial killer, patron mafieux de la ""Lastkraftwagen Traviati"", de la seconde. Si vous relisez la 5ème partie d'""En Plein cœur."" après avoir fait la recherche dans le texte des mots ""Elle est apparue, sortant du virage au ralenti"" et bien vous aurez le plaisir d'avoir le récit dual de celui-ci, ce passage de l'histoire raconté par le tueur à gages punk. Jouissif à lire. Jouissif de comparer les points de vue de chacun des narrateurs. Albert Einstein et sa relativité restreinte seraient jaloux. Si j'étais producteur hollywoodien, pour sûr, j'aurais fait une offre bien alléchante pour adapter le scénario."
203,2015-06-20,J'en sais rien laisse moi tranquille #TDM2015,Koax-Koax," Koax Koax nous livre une belle bouse que personnellement je trouve assez représentative de notre époque où les gens se réfugient dans la posture et l'imposture pour paraître. C'était probablement vrai depuis toujours, mais là c'est juste vérifiable sur Twitter, il suffit de voir toutes ces hordes de lemmings qui balancent 140 caractères dans des bouteilles à la mer dans les trending topics pour se faire des copains, et ils se jetteraient probablement tous dans le vide si c'était cool et s'ils n'y barbotaient pas tous déjà."
204,2015-06-21,L'âme et la bite #TDM2015,Muscadet," Muscadet nous propose le #TDM2015 qu'un auteur maudit investi par l'inspiration pourrait pondre après un petit accident vasculaire cérébral qui n'aurait pas trop bien guéri. Au menu : envolées aléatoires, twists épileptiques, insertions chaotiques et forcées de hastags, confusion mentale, art japonais de la réflexion en colimaçon. On dirait du Glaüx-le-Chouette quand il fait exprès d'écrire très mal. Le sujet est particulièrement inscrit dans le pathos. OH MAIS C'est HAMLET qui au lieu de parler à une TËTEDEMORT taperait un long monologue à sa bite. #SelfieStick #télescopique #IlYAQuelqueChoseDePourriAuRoyaumeDuDanemark"
205,2015-06-25,J'avais pris des couleurs #TDM2015,CTRL X," Très poétique #TDM2015 de CTRL X , voire Oulipesque #genreVoilaPourquoiRaymondQuenaud en couverture. Le narrateur est insupportable comme un vieillard à la sénilité conversationnelle avancée mais on lui pardonne (au narrateur, pas à CTRL X #FautPasDéconner) parce que c'est quelqu'un de notre famille et qu'on l'aime bien. C'est un peu comme si Michel Lebb avait remplacé Audrey Tautou dans Amélie Poulain. On a frotté les murs avec du curry comme #LesFatalsPicards Par contre faudrait intégralement réexpliquer le concept de la semaine textes de merde à l'auteur parce que c'est de super bonne facture."
206,2015-07-30,En Plein cœur. PAN! Pas ailleurs. (13),Valstar Karamzin," De plus en plus étonnant à chaque nouveau chapitre. Valstar Karamzin saura nous tenir en haleine jusqu'au dernier épisode par ses ambiances insolites et contre-pieds dans des situations convenues, mille fois abordées dans les polars et les thrillers au cinéma, par ses rebondissements glauques et par les nombreux personnages dont il prend un malin plaisir à peler les différentes facettes tels les couches d'oignons pourris de l'intérieur. Ici, de l'influence inattendue d'un sombre bouquin tombé par hasard entre les mains d'un serial killer en devenir et d'un anti-héro qui va bien morfler. Improbable antépénultième volet de la saga."
207,2015-11-21,Très-véridique relation de l'attaque bénie de Paris,Glaüx-le-Chouette," Sixième contribution au dossier Palimpseste Daeshienne : Lors des attentats du 13/11/15 à Paris, Daesh a posté un pitoyable texte de revendication que nous avons décidé d'éditer chacun notre tour parce qu'il est du devoir des zonards de lancer des fatwa littéraires sur les TDM assumés : Glaüx-le-Chouette nous narre un épisode oublié de la Vie de Saint-Con que Dourak Smerdiakov nous avait introduit en tout bien tout honneur en tant qu'historien contemporain et biographe officiel dudit Saint Con ici même http://www.lazone.org/articles/1384.html Dourak pour qui il serait bien de lancer une alerte enlèvement"
208,2016-01-01,Négligeant les leçons de mon expérience,Glaüx-le-Chouette," Commencer l'année par un texte de Glaüx-le-Chouette, c'est la promesse de jours meilleurs. Voici sa contribution au dossier ""un sonnet pour se remettre de la Saint Sylvestre"", remède de grand mère contre la gueule et la langue de bois. Car écrire un sonnet le jour de l'an, c'est un peu comme soigner le mal par le mal, voué d'avance à l'échec, la migraine n'est pas prête de se faire la malle. Glaüx réussit cependant un tour de force, ça sent encore un peu la vapeur d'alcool, mais c'est tout à fait digeste même après une crise de foie."
209,2016-01-28,"Rire de tout, si je veux",Mill," Ce texte a été écrit spécifiquement pour radio campus à Montpellier où Mill officie en tant très très chroniqueur depuis septembre dernier. Si on met de coté le background, les émissions précédentes, les privates jokes, cette polémique sociétale d'actualité depuis 1970, n'est pas du tout gratuite et on espère qu'elle suscitera de violentes empoignades dans les commentaires de texte. On rentre enfin de plein pied dans le billet d'humeur et ça traite de la question : ""Peut-on rire de tout ?"" Pour conclure ma présentation, je vais moi-même recycler un de mes vieux textes du Daily Sonnet news, ""Pour de rire"", qui me semble aussi de circonstance, résolutions prises par la Zone à la COP21 obligent : "" Voilà quarante années, que j'ai ouvert les yeux, Sur un monde bizarre, où la seule obsession, Semble être de cerner comment rire le mieux : Calembours, Blagues potaches, grivoises ou à la con ? ""Peut-on rire de tout ?"", c'est la question ultime. Alors, on dit que ""oui, mais pas avec tout le monde"", Il faudrait recenser les convictions intimes, Quand tu lâches une vanne, cinquante mètres à la ronde. On ne sait jamais, les gens, prennent facilement la mouche. Alors que tu déconnes, faudrait pas qu'un type louche, Pense que tu te fous de sa gueule, de Dieu, des philosophes. Aujourd'hui, la réponse à : ""Peut-on rire de tout ?"" Ne dépend plus, de qui, de quoi, de quand, ni d'où. ""C'est oui... si le comique a une Kalachnikov."""
